age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
1,Private,0,9th,0,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,1,United-States,0
2,Private,0,Bachelors,2,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,0
3,Self-emp-not-inc,0,HS-grad,0,Never-married,Transport-moving,Unmarried,Black,Male,0,0,2,United-States,0
2,Local-gov,0,Bachelors,2,Never-married,Prof-specialty,Own-child,White,Female,0,0,1,United-States,0
5,State-gov,0,Masters,3,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,0
0,Private,0,HS-grad,0,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
2,Private,0,HS-grad,0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,0
6,Local-gov,0,Assoc-acdm,2,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,1
1,Private,0,HS-grad,0,Divorced,Sales,Not-in-family,White,Male,0,0,1,United-States,0
6,Private,0,Some-college,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
2,Private,0,HS-grad,0,Never-married,Craft-repair,Other-relative,White,Male,0,0,1,United-States,0
5,Local-gov,0,HS-grad,0,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,3,United-States,1
1,Private,0,Some-college,1,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
4,Federal-gov,0,HS-grad,0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
6,Private,0,9th,0,Divorced,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
4,Self-emp-not-inc,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
5,Private,0,10th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
4,Private,0,HS-grad,0,Never-married,Adm-clerical,Own-child,Black,Male,0,0,1,United-States,0
4,Private,0,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
4,State-gov,0,Bachelors,2,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,0,Some-college,1,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,0
7,Private,0,Some-college,1,Married-civ-spouse,Sales,Husband,Black,Male,0,0,1,United-States,1
5,Private,0,Some-college,1,Separated,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,1
5,Self-emp-not-inc,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,0
4,Private,0,Some-college,1,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,0,HS-grad,0,Never-married,Other-service,Unmarried,White,Male,0,0,1,El-Salvador,0
5,Private,0,Bachelors,2,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,1
5,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,Italy,1
2,Federal-gov,0,Bachelors,2,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,2,United-States,0
2,Local-gov,0,Some-college,1,Never-married,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,0,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
7,Private,0,HS-grad,0,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,0
6,Self-emp-not-inc,0,Some-college,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,1
0,Self-emp-not-inc,0,HS-grad,0,Never-married,Other-service,Own-child,White,Male,0,0,1,Greece,0
2,Private,0,Some-college,1,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0,United-States,0
7,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,0
7,Private,0,Some-college,1,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
2,Private,0,HS-grad,0,Divorced,Other-service,Other-relative,White,Male,0,0,1,United-States,0
4,Private,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,1
7,Private,0,Some-college,1,Widowed,Sales,Not-in-family,White,Male,0,0,1,United-States,0
5,Local-gov,0,Bachelors,2,Separated,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,1
6,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,0
2,Private,0,11th,0,Never-married,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,0
2,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,0
1,Private,0,Bachelors,2,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,0
7,Without-pay,0,7th-8th,0,Widowed,Farming-fishing,Unmarried,White,Female,0,0,2,United-States,0
4,Private,0,HS-grad,0,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,0,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
5,Private,0,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
5,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,1
2,Self-emp-not-inc,0,Masters,3,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
2,Private,0,10th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,0
4,Private,0,9th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
5,Private,0,11th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
5,Private,0,HS-grad,0,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,2,United-States,0
6,Self-emp-inc,0,Prof-school,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,0
5,Private,0,1st-4th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Mexico,0
5,Self-emp-not-inc,0,Some-college,1,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,0
6,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,0
2,Local-gov,0,Assoc-voc,2,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,2,United-States,0
2,Local-gov,0,Bachelors,2,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,0
4,Private,0,Bachelors,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
4,Private,0,HS-grad,0,Separated,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,0
5,Private,0,Masters,3,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,1,United-States,1
5,Private,0,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,1
2,Private,0,Bachelors,2,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,0
4,Private,0,Bachelors,2,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,1
0,Private,0,HS-grad,0,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,0
6,Private,0,Masters,3,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,0
5,Private,0,Some-college,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,0,7th-8th,0,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,2,China,0
2,Private,0,HS-grad,0,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,2,United-States,1
2,Private,0,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
7,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
5,Local-gov,0,Bachelors,2,Separated,Prof-specialty,Unmarried,Black,Male,0,0,1,United-States,0
4,Private,0,Bachelors,2,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,0
6,State-gov,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,Canada,1
2,Local-gov,0,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
5,Private,0,Some-college,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,0
6,Private,0,10th,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
1,Local-gov,0,HS-grad,0,Divorced,Protective-serv,Unmarried,Black,Female,0,0,1,United-States,0
0,Local-gov,0,11th,0,Never-married,Adm-clerical,Other-relative,White,Female,0,0,0,United-States,0
6,Private,0,Masters,3,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,0
5,State-gov,0,HS-grad,0,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,0
3,State-gov,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,Nicaragua,0
5,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
5,Self-emp-not-inc,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,0
7,Local-gov,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
4,Private,0,Bachelors,2,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,1,United-States,0
0,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
7,Private,0,10th,0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,0
5,Private,0,11th,0,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,0
7,Private,0,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
7,Private,0,HS-grad,0,Widowed,Other-service,Not-in-family,White,Female,0,0,1,United-States,0
2,Private,0,Bachelors,2,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
4,Private,0,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
4,Private,0,HS-grad,0,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,0
6,Local-gov,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
6,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
2,Private,0,Bachelors,2,Never-married,Transport-moving,Unmarried,White,Male,0,0,0,United-States,0
3,Private,0,HS-grad,0,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,0
0,Private,0,Some-college,1,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,0
2,Private,0,HS-grad,0,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,0
6,Private,0,10th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
6,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,2,South,1
4,Private,0,Some-college,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,Germany,0
4,Private,0,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,0
1,Private,0,Bachelors,2,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,0
4,Private,0,Some-college,1,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,0
6,Self-emp-not-inc,0,11th,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,1
5,Local-gov,0,10th,0,Divorced,Handlers-cleaners,Own-child,Black,Male,0,0,1,United-States,0
6,Local-gov,0,Prof-school,4,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
6,Federal-gov,0,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,1
4,Private,0,Bachelors,2,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,1,United-States,0
3,Private,0,HS-grad,0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,0
6,Self-emp-inc,0,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
4,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
4,Private,0,Some-college,1,Never-married,Sales,Not-in-family,Black,Female,0,0,0,United-States,0
0,Private,0,HS-grad,0,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,2,?,0
2,Private,0,HS-grad,0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,0
6,Private,0,Some-college,1,Never-married,Sales,Not-in-family,White,Male,0,0,4,United-States,1
6,Private,0,HS-grad,0,Divorced,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,0
4,Private,0,Bachelors,2,Never-married,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,1
5,Private,0,Some-college,1,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,0
6,Private,0,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
7,Self-emp-not-inc,0,Masters,3,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
5,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
6,State-gov,0,HS-grad,0,Divorced,Craft-repair,Unmarried,White,Male,0,0,1,United-States,0
4,Private,0,HS-grad,0,Never-married,Craft-repair,Unmarried,White,Male,0,0,0,United-States,0
2,Private,0,Some-college,1,Never-married,Sales,Other-relative,White,Female,0,0,1,United-States,0
7,Private,0,9th,0,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,2,United-States,1
5,Private,0,Bachelors,2,Separated,Sales,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,0,HS-grad,0,Never-married,Farming-fishing,Own-child,Black,Male,0,0,0,United-States,0
6,Private,0,Some-college,1,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,1,Jamaica,0
2,Private,0,HS-grad,0,Never-married,Craft-repair,Own-child,White,Male,0,0,4,United-States,0
1,Private,0,Some-college,1,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,0,Some-college,1,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
4,Private,0,Some-college,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,0
2,Local-gov,0,Bachelors,2,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,0
4,Private,0,Prof-school,4,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,?,0
5,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,Cuba,1
1,Private,0,11th,0,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,0
1,Local-gov,0,Assoc-acdm,2,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,0
4,Private,0,Doctorate,4,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,England,0
4,Private,0,Some-college,1,Divorced,Other-service,Other-relative,White,Male,0,0,1,Nicaragua,0
4,Private,0,Assoc-acdm,2,Divorced,Other-service,Own-child,White,Female,0,0,1,United-States,0
4,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,0
6,Private,0,Assoc-voc,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,1
4,Private,0,HS-grad,0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,0
5,Federal-gov,0,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,0
4,State-gov,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,0
4,Private,0,Assoc-voc,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
6,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,1,United-States,0
2,Private,0,11th,0,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,0,United-States,0
1,Private,0,HS-grad,0,Separated,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,0
6,Private,0,10th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
6,State-gov,0,Some-college,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,0
4,Private,0,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
1,Private,0,Bachelors,2,Never-married,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,0
6,Private,0,7th-8th,0,Widowed,Other-service,Unmarried,Black,Female,0,0,1,United-States,0
5,Private,0,Some-college,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,0
2,Self-emp-not-inc,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
6,Private,0,Bachelors,2,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,4,United-States,0
0,Self-emp-not-inc,0,10th,0,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,0
6,Private,0,Some-college,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,0
1,Private,0,Bachelors,2,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0,0,1,United-States,0
0,Private,0,Some-college,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
6,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
0,Private,0,11th,0,Never-married,Other-service,Other-relative,Black,Male,0,0,0,United-States,0
1,Private,0,Some-college,1,Never-married,Sales,Unmarried,White,Male,0,0,2,Mexico,0
0,Private,0,HS-grad,0,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,0
4,Local-gov,0,7th-8th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,0
0,Private,0,12th,0,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,Mexico,0
6,Private,0,HS-grad,0,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,1,United-States,0
0,Private,0,Bachelors,2,Never-married,Prof-specialty,Own-child,White,Female,0,0,1,United-States,0
6,Private,0,Some-college,1,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
4,Private,0,HS-grad,0,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,1,Mexico,0
6,Private,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
7,Private,0,HS-grad,0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
5,Private,0,Bachelors,2,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,0,United-States,1
4,Private,0,Some-college,1,Divorced,Exec-managerial,Own-child,White,Male,0,0,2,United-States,0
6,Private,0,Bachelors,2,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
4,Private,0,11th,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,0
6,Local-gov,0,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,1,United-States,1
4,Local-gov,0,Some-college,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,1
2,Federal-gov,0,HS-grad,0,Never-married,Adm-clerical,Own-child,Black,Male,0,0,1,United-States,0
6,Private,0,HS-grad,0,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,0
2,Self-emp-not-inc,0,Some-college,1,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,0,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,0
6,Private,0,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
6,Local-gov,0,HS-grad,0,Separated,Protective-serv,Unmarried,Black,Female,0,0,1,United-States,0
4,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
5,Private,0,Some-college,1,Separated,Exec-managerial,Unmarried,White,Female,0,0,3,United-States,0
5,Private,0,HS-grad,0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,0
5,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
6,Self-emp-inc,0,Assoc-acdm,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,1
2,Private,0,HS-grad,0,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,0
4,Federal-gov,0,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,1
